SIFRA,"IME_VOLISCA"
506012,"Kmetija Levc, Loke pri Mozirju 19"
506013,"Uprav. c. Mozirje, Sejna soba Občine, Šmihelska 2"
506014,"Šola Lepa Njiva, Lepa Njiva 87"
506015,"Šola Šmihel, Šmihel nad Mozirjem 28"
506016,"Kmetija Žagar, Dobrovlje pri Mozirju 17"
506017,"Medgeneracijski center, Rečica ob Savinji 61"
506018,"Gostilna Markelj, Spodnja Rečica 63"
506019,"Tehnično pregledni center A.M. Miklavc"
506020,"Gasilski dom Spodnje Pobrežje, Spodnje Pobrežje 2"
506021,"Gasilski dom Lačja vas, Lačja vas 8"
506022,"Šola Šmartno ob Dreti, Šmartno ob Dreti 27"
506023,"Dom kulture Nazarje, Savinjska cesta 2"
507001,"Bevče  - Dom krajanov Bevče"
507002,"Cirkovce - OŠ Cirkovce"
507003,"Paka pri Velenju-Dom krajanov Paka, Paka 68"
507004,"Šentilj - Dom krajanov"
507005,"Škale - Gasilski dom"
507007,"Velenje - sejna dvorana MO Velenje"
507008,"Velenje - prostori MČ, Foitova 2"
507010,"Konovo - Dom krajanov"
507011,"Selo-Avtocenter Celeia, PE Jakopec, Kosovelova 16"
507012,"Stara vas-Komunalno podjetje Velenje, Koroška 37b"
507013,"Gorica - OŠ Gorica"
507014,"Gorica - OŠ Gorica"
507015,"Gorica - prost.KS, Goriška 46"
507017,"Šmartno - Dom krajanov"
507018,"Velenje-Prostor MČ, Kardeljev trg 7"
507020,"Velenje-Prostor MČ-Kardeljev trg 5"
507021,"Šalek - Osnovna šola Šalek"
508001,"Bele vode - Osnovna šola"
508002,"Gaberke - Gasilski dom"
508003,"Paška vas - Gasilski dom"
508004,"Gorenje - Kulturni dom"
508005,"Lokovica - Dom KS"
508006,"Plešivec - Osnovna šola"
508007,"Podkraj-Avto Korelc, Podkraj pri Velenju 10r"
508008,"Kavče - prostori KS"
508010,"Ravne - Novi dom REKS"
508011,"Skorno-Florjan-prostori KS"
508012,"Skorno-Florjan-Gostišče Acman"
508013,"Šmartno ob Paki - Kulturni dom"
508014,"Mladinski center Šmartno ob Paki"
508015,"Šmartno ob Paki - OŠ Bratov L."
508016,"Šoštanj - Osnovna šola"
508017,"Šoštanj - Osnovna šola"
508018,"Topolšica - Dom krajanov"
508019,"Topolšica - Letališče Lajše"
508020,"Velenje - OŠ MPT"
508021,"Velenje - OŠ MPT"
508022,"Velenje-prost.MČ,Kersnik.1"
508023,"Velenje-prost.MČ,Kersnik.1"
508024,"Pesje - Dom krajanov Pesje"
508025,"Staro Velenje - Vila Bianca"
508026,"Zavodnje - Večnamenski dom"
509001,"Gasilski Dom Dovže, Dovže 50"
509002,"PC Lopan, Šolska cesta 55, Mislinja"
509003,"Kulturni dom Šentilj, Šentilj pod Turjakom 45"
509004,"Osnovna šola Završe, Završe 55"
509005,"Športni dom Dolič"
509006,"Osnovna šola Dolič, Srednji Dolič 4"
509007,"Bivši MKC, Celjska cesta 22, Slovenj Gradec"
509008,"Dom upokojencev Slovenj Gradec, Šolska ulica 10"
509009,"Varst. del. center Slovenj Gradec, Prešernova 3b"
509010,"Prva osnovna šola, Šercerjeva ulica 7"
509011,"Kulturni dom Stari Trg, Stari trg 32"
509012,"Osnovna šola Pameče, Pameče 134"
509013,"Gradišče Prošt, Gradišče 38"
509014,"Osnovna šola Sele - Vrhe, Sele 1"
509015,"Klančnik Sele, Sele 21"
509016,"Osnovna šola Podgorje, Podgorje 172"
509017,"Osnovna šola Razbor, Zgornji Razbor 8"
509018,"Praprotnik - Rihter, Spodnji Razbor 48"
509019,"Bučinek Šmiklavž, Vodriž 6"
509020,"Gasilski dom Šmartno, Šmartno pri Slov. Gradcu 70"
509021,"Gasilski dom Turiška vas, Turiška vas 19b"
509022,"Gasilski dom Golavabuka, Tomaška vas 7"
509023,"Gasilski dom Legen, Legen 126"
509024,"Vornšek Raduše, Raduše 36"
509025,"Vrtec Slovenj Gradec, Maistrova ulica 2a"
510001,"Občina Črna Na Koroškem, Center 101"
510002,"Koroška kmetijska zadruga, Rudarjevo 5a, Črna"
510003,"Pri Plazniku V Bistri, Bistra 14, Črna na Koroške"
510004,"Osnovna šola Koprivna, Koprivna 10, Črna na Kor."
510005,"Prhanija-Ludranski Vrh, Ludranski vrh 13a, Črna"
510006,"Helena-Pisarna Vaške Skupnosti, Podpeca 21, Črna"
510007,"TIC Topla, Podpeca 78, Črna na Koroškem"
510008,"Gostilna ""Podkržnik"" Javorje, Javorje 18, Črna"
510009,"Knjižnica Žerjav, Žerjav 21, Črna na Kor."
510010,"Pri Karničniku v Jazbini, Jazbina 13, Črna na K."
510011,"Občina Mežica, Trg svobode 1, Mežica"
510012,"Narodni dom Mežica , Trg 4.aprila 4, Mežica"
510013,"Večnamenska dvorana Kotlje 1, Kotlje 7k, Kotlje"
510014,"Brdinje-Gorenšek, Pri Černjaku, Brdinje 22, Ravne"
510015,"Oš Koroški jeklarji 1, Javornik 35, Ravne na K."
510016,"Oš Koroški jeklarji 2, Javornik 35, Ravne na K."
510017,"OŠ Prežihovega Voranca 1, Gozdarska pot 11, Ravne"
510018,"OŠ Prežihovega Voranca 2, Gozdarska pot 11, Ravne"
510019,"Kulturni dom Ravne, Gledališka pot 1, Ravne na K."
510020,"Občina Ravne na Koroškem, Gačnikova pot 5, Ravne"
510021,"Studenčnik, Tolsti vrh 20, Ravne na Kor."
510022,"Strojnska Reka - Mladinski dom, Stražišče 15, Rav"
510023,"KMETIJA LIZI,  Zelen breg 8, Ravne na Koroškem"
510024,"Osnovna Šola Strojna, Strojna 22"
510025,"Dobja vas - MPIK1, Dobja vas 185, Ravne na Kor."
510026,"Oš Prevalje 1, Polje 4, Prevalje"
510027,"Oš Prevalje 2, Polje 4, Prevalje"
510028,"Družbeni dom Prevalje 1, Trg 2a, Prevalje"
510029,"Družbeni dom Prevalje 2, Trg 2a, Prevalje"
510030,"Družbeni dom Prevalje 3, Trg 2a, Prevalje"
510031,"Družbeni dom Prevalje 4, Trg 2a, Prevalje"
510032,"Poljana - Bistro kocka, Poljana 20a, Prevalje"
510033,"Osnovna šola Šentanel, Šentanel 13, Prevalje"
510034,"Osnovna šola Leše, Leše 30, Prevalje"
510035,"Osnovna šola Holmec, Dolga brda 37a, Prevalje"
510036,"Gasilski dom Kotlje, Kotlje 4a, Kotlje"
511001,"Občina Dravograd, Trg 4. julija 7, Dravograd"
511002,"OŠ Dravograd, Trg 4. julija 64, Dravograd"
511003,"Upravna enota Dravograd, Meža 10, Dravograd"
511004,"FURS urad Dravograd, Mariborska cesta 3"
511005,"Vrtec Robindvor, Robindvor 60, Dravograd"
511006,"Turistična kmetija Vrajenk, Vič 16, Dravograd"
511007,"Podružnična šola Ojstrica, Ojstrica 27, Dravograd"
511008,"Jamnik Otiški Vrh, Otiški Vrh 56"
511009,"Župnišče Šempeter, Otiški Vrh 92"
511010,"OŠ Šentjanž pri Dravogradu, Šentjanž pri D. 88"
511011,"Podružična šola Trbonje, Trbonje 26"
511012,"Kmetija Buč, Libeliče 16"
511013,"Gasilski dom Črneče, Črneče 145, Dravograd"
511014,"OŠ Muta, Šolska ulica 6, Muta"
511015,"Godbeni dom Muta, Livarska ulica 4"
511016,"Družbeni Dom Gortina, Gortina 78, Muta"
511017,"Glasbeni dom Bistriški jarek, Pernice 10a, Muta"
511018,"Kulturni dom Podvelka, Podvelka 55, Podvelka"
511019,"OŠ Brezno-Podvelka, Brezno 78, Podvelka"
511020,"Dvorana Ožbalt, Ožbalt 3, Ožbalt"
511021,"Podružnična šola Kapla, Sp. Kapla 2, Kapla"
511022,"Podružnična šola Lehen, Lehen na Pohorju 49"
511023,"OŠ Ribnica na Pohorju, Ribnica na Pohorju 29"
511024,"Kulturna dvorana Josipdol, Josipdol 29"
511025,"Dom Sv. Mihaela, Partizanska ulica 18"
511026,"Društvo upokojencev, Mariborska cesta 26"
511027,"OŠ Radlje ob Dravi, Koroška cesta 17"
511028,"Ribiški dom Radlje, Zgornja Vižinga 1"
511029,"Restavracija Balkan, Vas 53"
511030,"KS Sv. Anton na Pohorju, Sv. Anton na Pohorju 59"
511031,"Večnamenska dvorana, Vuhred 1"
511032,"Dvorana KS Remšnik, Remšnik 5, Podvelka"
511033,"OŠ Vuzenica, Mladinska ulica 3"
511034,"KKGZ zadruga Vuzenica, Livarska cesta 10"
511035,"Društveni prostori Sv. Vid"
511036,"Dom krajanov, Sv.Primož na Pohorju 22, Vuzenica"
511037,"Gostišče Prodnar, Sv. Primož na Pohorju 1"
601001,"Črnomelj - OŠ Loka, Kidričeva ulica 18"
601002,"Črnomelj-v pros. ŠD nog. šole BK, Pri stadionu 2"
601004,"Črnomelj - OŠ Mirana Jarca, Ul. Otona Župančiča 8"
601006,"Vranoviči - gasilski dom"
601007,"Črnomelj - Dom obrtnikov, Ulica 21.oktobra 10"
601010,"Črnomelj - otroški vrtec, Čardak 1"
601011,"Adlešiči - kulturni dom"
601015,"Žuniči - gasilski dom"
601016,"Butoraj - gasilski dom"
601017,"Dobliče - gasilski dom"
601018,"Kanižarica 15a -v gostilni in piceriji PRI DELIČU"
601020,"Dragatuš - osnovna šola, Dragatuš 48"
601022,"Tanča Gora - gasilski dom"
601023,"Mali Nerajec - pri Panjan Francu, Mali Nerajec 8"
601024,"Griblje- v prostorih podr. OŠ Griblje, Griblje 38"
601026,"Lokve - Trgovina Vizir, Lokve 10b"
601027,"Petrova vas - gasilski dom"
601029,"Sinji Vrh - v prostorih KS, Sinji Vrh 1A"
601031,"Gorenji Radenci-gas. dom Radenci, Gor. Radenci 7a"
601032,"Stari trg ob Kolpi-vrtec OŠ,Stari trg ob Kolpi 7"
601033,"Zagozdac - stavba bivše OŠ"
601034,"Rodine - gasilski dom"
601035,"Otovec - gasilski dom"
601036,"Mavrlen - gasilski dom"
601037,"Tribuče - gasilski dom"
601038,"Desinec - pri Sedlar Stanku, Desinec 1a"
601039,"Hrast pri Vinici - gasilski dom"
601040,"Preloka - gasilski dom"
601041,"Stara Lipa -pri Tomec Jožetu, Stara Lipa 1a"
601043,"Vinica - Dom krajanov Vinica, Vinica 44"
601044,"Zilje - gasilski dom"
601045,"Bojanci - večnamenski dom"
601047,"Božakovo - dom krajanov"
601048,"Krivoglavice - gasilski dom"
601049,"Drašiči - gasilski dom"
601050,"Grabrovec - gasilski dom"
601051,"Gradac - gasilski dom"
601052,"Sela pri Jugorju - gasilski dom"
601053,"Dolnja Lokvica - gasilski dom"
601054,"Metlika- Mladinski center, CBE 43"
601055,"Metlika - GD Metlika"
601056,"Metlika-STATUS d.o.o., Ul. Belokranjskega odr. 19"
601058,"Metlika - otroški vrtec, Župančičeva cesta 1"
601059,"Metlika - Obrtni dom OOZ, Partizanski trg 5"
601061,"Podzemelj - v prostorih PGD, Podzemelj 16b"
601062,"Krasinec - gasilski dom"
601064,"Radovica - osnovna šola"
601065,"Rosalnice - gasilski dom"
601066,"Slamna vas - dom gasilcev in krajanov"
601067,"Dolnji Suhor pri Metliki - gasilski dom"
601068,"Črmošnjice-v prost. PGD Črmošnjice, Črmošnjice 24"
601069,"Cerovec pri Črešnjevcu - gasilski dom"
601071,"Semič, Spodnje Gorenjce 32 - gasilski dom"
601072,"Nestoplja vas-pri Pečavar Martinu,Nestoplja vas1"
601073,"Semič - Kulturni center Semič, Prosvetna ulica 4"
601074,"Osojnik - pri Konda Robertu, Osojnik št. 15"
601075,"Rožni Dol - gasilski dom"
601076,"Stranska vas pri Semiču - gasilski dom"
601077,"Štrekljevec - gasilski dom"
601080,"Črnomelj- bivša trgovina ""NINA"", Prečna ulica 4"
602001,"Birčna vas 1 - Osnovna šola"
602002,"Dol.Toplice,Sokolski trg 4-Kulturno kongr. center"
602003,"Dolž, Lipnica 5 - Gasilski dom"
602004,"Bela Cerkev 6 - Hiša žive dediščine - dvorana"
602005,"Gabrje, Gomile 10 - Kulturni dom"
602006,"Dolenje Sušice - Vaški dom"
602007,"Hrušica - kletni prostori Krajevne skupnosti"
602008,"Šmarjeta 66 - dvorana kulturnega doma"
602009,"Mali Podljuben - Gasilski dom"
602010,"Orešje -  Gasilski dom"
602012,"Zbure 29a - Gasilski dom"
602013,"Mirna Peč, Trg 8 - muzej L. Slaka in T. Pavčka"
602014,"Mirna Peč, Postaja 1 - Osnovna šola Toneta Pavčka"
602015,"Jablan 20 - Gasilski dom"
602016,"Gorenji Globodol 38 - Gasilski dom"
602018,"Podgrad 38 - Gasilski dom"
602019,"Podhosta - Prosvetni dom"
602020,"Podturn pri Dolenjskih Toplicah 12 - Gasilski dom"
602022,"Ratež - Gasilski dom"
602024,"Soteska 38 - Gasilski dom"
602025,"Stopiče 3 - Gasilski dom"
602026,"Stranska vas 70 - Gasilski dom"
602029,"Uršna sela, Vaška cesta 4 - zadružni dom"
602031,"Velike Brusnice 101- Osnovna šola"
602032,"Žužemberk, Baragova cesta 1 - osnovna šola - avla"
602033,"Drča 1 - Kartuzija Pleterje"
602034,"Cerov Log - Gasilski dom"
602035,"Vrh pri Šentjerneju 5 - Karlovček d.o.o."
602036,"Dolenja Brezovica 1 - Gorišek Božena"
602037,"Dolenja Stara vas 43 - Gasilski dom"
602038,"Dolenje Mokro Polje 4 - Gasilski dom"
602039,"Dolenji Maharovec 19 - Gasilski dom"
602040,"Gorenja Gomila 5 - Tajčman Marija"
602041,"Gorenja Stara vas 21 - Gasilski dom"
602042,"Gorenje Vrhpolje - Gasilski dom"
602043,"Groblje pri Prekopi - Gasilski dom"
602044,"Orehovica 57 - Gasilski dom"
602045,"Roje 12 - Andrej Turk."
602046,"Mršeča vas 1 - Mizarstvo Cvelbar"
602048,"Šentjernej,Prvomajska cesta 9 - Osnovna šola"
602049,"Šentjernej, Trubarjeva c. 13- KC Primoža Trubarja"
602050,"Reber - Gasilski dom"
602051,"Vrh pri Križu 17 - Gasilski dom"
602052,"Veliko Lipje - Dom krajanov"
602053,"Šmihel pri Žužemberku 38 - Gasilski dom"
602054,"Dolnji Ajdovec 21 - Gasilski dom"
602055,"Hinje 38 - Gasilski dom"
602056,"Prevole 32 - Osnovna šola"
602057,"Sela pri Hinjah 11 - Edo Škufca"
602058,"Žvirče - Gasilski dom"
602059,"Dvor, Podružnična šola Dvor - avla nove stavbe"
603001,"Novo mesto, Šmihelska cesta 1, Porodnišnica-avla"
603002,"Dolenje Karteljevo - stara OŠ"
603004,"Novo mesto, Šegova ulica 22 - Vrtec"
603005,"Novo mesto, Ulica Slavka Gruma 9 - prostori KS"
603006,"Gorenje Kamence 9 - Janez Miklič"
603008,"NM, Jedinščica 58, Dom Krajanov KS Gotna vas"
603009,"Mali Slatnik 7 - Osnovna šola"
603010,"Križe 27 - Gasilski Dom"
603011,"Novo mesto, Regrča vas -  Dom krajanov"
603012,"Straža, Novomeška cesta 1 - Gasilski dom"
603013,"Novo mesto, Dolenje Kamence - Gasilski dom"
603014,"Novo mesto, Defranceschijeva ul.1 -prostori UE NM"
603017,"Novo mesto, Kočevarjeva ulica 40 - Osnovna šola"
603018,"Novo mesto, Ragovska ulica 18 - vrtec"
603019,"Novo mesto, Seidlova cesta - družbeni center"
603020,"Novo mesto, Seidlova cesta 9 -Gimnazija Novo mest"
603022,"Nm, Šentjernejska c. 10 -Dom Krajanov KS Žabja va"
603023,"Novo mesto, Trdinova ulica 7 - Osnovna šola Grm"
603024,"Novo mesto, Bršljin 31 - Okrepčevalnica Gedžo"
603025,"Novo mesto, Vrtec Žabjak"
603026,"Drganja sela - Mladinski dom"
603027,"Otočec, Šentpeter - Gasilski dom"
603028,"Paha 3 - Matjaževa domačija"
603029,"Na žago 4, Kulturni dom Straža"
603030,"Prečna  8 - stara osnovna šola"
603031,"Prapreče 22 - Mladinski dom"
603032,"Vavta vas 1 - Osnovna šola"
603033,"Rumanja vas - Mladinski dom"
603034,"Potok 5 - Jakob Oblak"
603035,"Novo mesto, Bajčeva ulica 20 -Gasilski dom Šmihel"
603036,"Ždinja vas - Gasilski dom"
604001,"Gasilni dom Čatež"
604002,"Glivar Darko, Korita 6"
604003,"Smolič Pavle, Dobrava 22"
604004,"Kulturni dom Dobrnič"
604005,"Telovadnica OŠ Dolenja Nemška vas I."
604006,"Telovadnica OŠ Dolenja Nemška vas II."
604007,"Novi gasilski dom Lukovek"
604008,"KS Knežja vas, Dolenje Selce 21 (vaško središče)"
604009,"Gasilni dom Ševnica"
604011,"Osnovna šola Mirna I."
604012,"Dom Partizan Mirna"
604013,"Osnovna šola Mirna II."
604014,"Gasilni dom Selo"
604016,"Kučič Danijel, Gorenje Laknice 15a"
604017,"Kulturni dom Mokronog"
604018,"Gasilni dom Mokronog"
604019,"Gasilni dom Beli Grič"
604020,"Gasilni dom Račje selo"
604021,"Gasilni dom Sela Šumberk"
604022,"Gasilni dom Log"
604023,"PGD Vrhe (bivša šola), Gorenji Vrh pri Dobrniču 1"
604024,"Prostori Kulturnega doma Šentlovrenc"
604025,"Gasilni dom Dolenje Jesenice"
604026,"Kovinoprodaja, Slovenska vas 5"
604027,"Kulturni dom Šentrupert I."
604028,"Kulturni dom Šentrupert II."
604029,"Gostilna Janez Mišič, Štefan"
604030,"Večnamenski dom Trebelno"
604031,"Žagar Štefan, Češnjice 35"
604032,"Gasilni dom Štatenberk"
604033,"Gasilni dom Velika Strmica"
604034,"DVORANA STIK, Goliev trg 1, Trebnje I."
604035,"DVORANA STIK, Goliev trg 1, Trebnje II."
604036,"Salon Vovk Boštjan, Obrtniška 4, Trebnje"
604037,"Gostilna Meglič, Obrtniška 2, Trebnje"
604038,"Gasilni dom Vrhtrebnje"
604039,"Kulturni dom Velika Loka"
604040,"Bregar Janez, Stehanja vas 14"
604041,"Dom gasilcev Zagorica"
604042,"Krajevna skupnost Veliki Gaber"
604043,"Peter Žibert, Sv. Vrh 3"
604044,"Končina Peter, Okrog 11a"
605001,"Občina Brežice, CPB 18, Brežice"
605002,"(I)Mladinski center Brežice, Gubčeva ul. 10/a"
605003,"Osnovna šola Brežice"
605004,"Vrtec Mavrica Brežice, vhod B"
605005,"(II)Mladinski center Brežice, Gubčeva ul. 10/a"
605006,"Gasilski dom Bukošek"
605007,"(I)Srednja ekon. šola Brežice, Bizeljska c. 45"
605008,"(II)Srednja ekon. šola Brežice, Bizeljska c. 45"
605009,"Zavod za šport (na stadionu), Brežice"
605010,"(I)GD Šentlenart, C. bratov Milavcev 105, Brežice"
605011,"(II)GD Šentlenart, C. bratov Milavcev 105,Brežice"
605012,"Prosvetni dom Artiče"
605013,"Osnovna šola Artiče"
605014,"Stavba nekdanje osnovne šole Pečice"
605015,"Prostori Doma Krajanov Sromlje"
605016,"(I) Stavba Prosvetnega doma Globoko"
605017,"(II) Stavba Prosvetnega doma Globoko"
605018,"Stavba večnamenskega doma Pišece"
605019,"Stavba Osnovne šole Pišece"
605020,"Stavba Gasilskega doma Gabrje pri Dobovi"
605021,"Stavba Gasilskega doma Mali Obrež"
605022,"Stavba Gasilskega doma Veliki Obrež"
605023,"Brodarska hišica Mostec"
605024,"Stavba Gasilskega doma Mihalovec"
605025,"Stavba Gasilskega doma Loče"
605026,"Stavba Krajevne skupnosti Dobova"
605027,"Stavba Gasilskega doma Rigonce"
605028,"Stavba Gasilskega doma Sela pri Dobovi"
605029,"Stavba Gasilskega doma Kapele"
605030,"Stavba Gasilskega doma Rakovec"
605031,"Stavba Gasilskega doma Župelevec"
605032,"OŠ Bizeljsko, Bizeljska c. 78, Bizeljsko"
605033,"Stavba Gasilskega doma Orešje"
605034,"Stavba Gasilskega doma Stara vas - Bizeljsko"
605035,"Stavba Gasilskega doma Cerklje ob Krki"
605036,"Osnovna šola Cerklje ob Krki"
605037,"Stavba nekdanje osnovne šole Bušeča vas"
605038,"Stavba Gasilskega doma Dolenja Pirošica"
605039,"Stavba Krajevne skupnosti Čatež ob Savi"
605040,"Stavba Gasilskega doma Cerina"
605041,"Stavba Krajevne skupnosti Krška vas (spodaj)"
605042,"Stavba Gasilskega doma Skopice"
605043,"Stavba Gasilskega doma Krška vas"
605044,"Stavba nekdanje osnovne šole Mrzlava vas"
605045,"Stavba KS Velika Dolina, Velika Dolina 9"
605046,"Osnovna šola Velika Dolina"
605047,"Stavba KS Jesenice na Dolenjskem"
605048,"Stavba Gasilskega doma Obrežje"
605049,"Prostori Krajevne skupnosti Križe"
606001,"OŠ Koprivnica, Koprivnica 2"
606003,"Gasilskem domu na Velikem Kamnu"
606004,"Domu XIV. divizije Senovo I"
606005,"Domu XIV. divizije Senovo II"
606006,"prostorih Gasilskega doma Senovo"
606007,"Gasilskem domu na Malem Kamnu"
606008,"Vaški sobi v strojnici Reštanj"
606009,"Gasilskem domu Stranje"
606010,"Lovskem domu Brezje pri Dovškem"
606011,"pri Jožefi Macur Marconato"
606012,"OŠ Adam Bohorič Brestanica, Šolska cesta 29"
606015,"Lovski koči Dolenji Leskovec"
606016,"pri Mirt Jožetu, Anže 12"
606017,"Ribiške družine (Ribnik) Brestanica pri J.Dularju"
606018,"Večnamenskem domu v Dolenji vasi, Dolenja vas 88"
606019,"prostorih KS Rožno - Presladol"
606020,"Domu Bena Zupančiča Zdole"
606021,"pri Bogdanu Dularju, Kostanjek 20"
606022,"Gasilskem domu na Gori"
606024,"Gasilskem domu Krško"
606025,"Mladinskem centru Krško"
606026,"Domu starejših občanov Krško, Kovinarska 13"
606027,"pri Radej Martinu, Sremič 37"
606028,"OŠ Dr. M. Rostoharja"
606029,"Kulturnem domu Krško I"
606030,"Kulturnem domu Krško II"
606031,"Kulturnem domu Krško III"
606032,"OŠ Jurija Dalmatina Krško"
606034,"pri Slavku Božiču, Gornje Pijavško 30"
606035,"Gasilskem domu na Drnovem"
606036,"Gasilskem domu na Bregah"
606037,"prostorih Mlekarne Mrtvice"
606038,"Gasilskem domu na Vihrah"
606039,"Vaški sobi na Gorici"
606040,"Dvorani v Velikem Podlogu"
606041,"Vaški sobi v Gržeči vasi"
606042,"Gasilskem domu Senuše"
606043,"Gasilskem domu v Leskovcu"
606044,"pri Arh Zvonetu, Selce 6"
606045,"Gasilskem domu v Veliki vasi"
606046,"prostorih KS Raka"
606047,"Domu gasilcev Smednik"
606048,"Prosvetni dvorani na Velikem Trnu"
606049,"pri Sintič Borisu, Oštrc 31a"
606050,"pri Jernejki Gobec, Črneča vas 9"
606051,"Gasilskem domu na Prekopi, Dolnja Prekopa"
606052,"OŠ Jožeta Gorjupa, Gorjanska c. 2, Kostan.na Krki"
606053,"pri Colarič Milanu, Orehovec 37"
606054,"pri Grubar Jožetu, Kočarija 14"
606055,"Kulturnem domu v Podbočju"
606056,"Gasilskem domu Malo Mraševo"
606057,"Vaškem domu Veliko Mraševo"
606058,"pri Kodrič Jožetu, Brezje 2"
607001,"Kulturni dom Blanca"
607002,"Gasilski dom Poklek"
607003,"TVD Partizan"
607004,"Večnamenski dom Kompolje"
607005,"Večnamenski dom Šmarčna"
607006,"Vrh 23 - Gostišče Dolinšek"
607007,"Večnamenski objekt Log"
607008,"Zavetišče pod Svetim Rokom, Taborniška ulica 14"
607009,"Pod vaškim kozolcem na Jablanici"
607010,"Železniška postaja Jelovec 5"
607011,"Konjsko 10 -  Jože Mervič"
607012,"Kulturni dom Lukovec"
607013,"Sejna soba Občine Sevnica"
607014,"Osnovna šola Krmelj"
607015,"Gasilski dom Breg"
607016,"Gasilski dom Loka pri Zidanem Mostu"
607017,"Dom krajanov Razbor"
607018,"Gasilski dom Primož"
607019,"Gostilna Kregl, Gornje Brezovo 3, Sevnica"
607020,"Ledina 80 - Stanislav Možič"
607021,"Drožanje 13 - Ivan Jazbec"
607022,"Gasilski dom Orešje"
607023,"Gasilski dom Sevnica"
607024,"VVO Ciciban Sevnica"
607025,"Osnovna šola Sava Kladnika"
607026,"Prost. Komunale Sevnica, Naselje heroja Maroka 17"
607027,"Gasilski dom Studenec"
607028,"Zavratec 10 - Marko Rupar"
607029,"Kladje pri Krmelju 10 - Žan Bunderšek"
607030,"Kulturna dvorana Šentjanž"
607031,"Gasilski dom Veliki Cirnik"
607032,"Prostor lovske družine Tržišče"
607033,"Pijavice 3 - Henrik Hočevar"
607034,"Vinski dvor Malkovec, Malkovec 11"
607035,"Gasilski dom Telče"
607036,"Gasilski dom Zabukovje"
607037,"Gasilski dom Trnovec"
607038,"Podgorje ob Sevnični 9 - Karolina Župevc"
607039,"OSNOVNA ŠOLA BUČKA"
607040,"GASILSKI DOM - Zagrad 36"
607041,"GASILSKI DOM - Dolenje Dole 24b"
607042,"DVORANA METELKOVEGA DOMA - Škocjan 35"
607043,"GASILSKI DOM - Grmovlje 28"
607044,"GASILSKI DOM - Dobrava pri Škocjanu 59"
607045,"GASILSKI DOM - Tomažja vas 35"
608001,"Center starejših, Savinjsko nabrežje 6, Laško"
608002,"Kulturni center, Trg svobode 6, Laško"
608003,"Osnovna šola Debro, Poženelova 26, Laško"
608004,"ZASTOR, Spodnja Rečica 87, (bivši salon Paron)"
608005,"Sindikalni dom, Huda Jama 1, Laško"
608006,"Kulturni dom, Marija Gradec 29,Laško"
608007,"Turistična kmetija Pirc, Lahomšek 1,  Laško"
608008,"Na Slogah, Tevče 2, Laško"
608009,"Gasilski dom, Vrh nad Laškim 9a, Laško"
608010,"Gasilski dom Šentrupert,Šentrupert 93e,Šentrupert"
608011,"Strelski dom, Mala Breza 37c, Šentrupert"
608012,"Kulturni dom,Trobni Dol 38a,Šentrupert"
608013,"OŠ Anton Aškerc, Aškerčeva cesta 1,Rimske Toplice"
608014,"OŠ Lažiše, Laziše 27, Rimske Toplice"
608015,"Karel Veber, Brodnice 12, Rimske Toplice"
608016,"Matevž Deželak, Lože 1, Rimske Toplice"
608017,"Kartuzijska pristava, Jurklošter 25, Jurklošter"
608018,"Bife Racman, Mrzlo Polje 8a, Jurklošter"
608019,"Anton Vresk, Polana 21, Jurklošter"
608020,"Strelski dom, Sedraž 22, Laško"
608021,"OŠ Zidani Most, Zidani Most 34, Zidani Most"
608022,"Gasilski dom, Zidani Most 12, Zidani Most"
608023,"Dom kulture Radeče, Gledališka pot 2, Radeče"
608024,"Knjižnica Radeče, Ul. OF 2, Radeče"
608025,"Prostor Društva invalidov, Titova ul. 107, Radeče"
608026,"Vrtec Radeče, Kolenov graben 6, Radeče"
608027,"Ribič Rado, Obrežje 21, Radeče"
608028,"Gostilna Strnad, Hotemež 6, Radeče"
608029,"Plaznik Leopold,  Jelovo 7, Radeče"
608030,"Gasilski dom Jagnjenica, Jagnjenica 14, Radeče"
608031,"PGD Svibno, Svibno 18a, Radeče"
608032," KS Vrhovo, Vrhovo 43a, Radeče"
609001,"Gasilski dom Sobrače"
609002,"Graška cesta 64 pri Kovaču"
609003,"Osnovna šola Gradec, Bevkova 3"
609004,"Dvorana Trg na Stavbah 8"
609005,"Občina Litija, Jerebova 14"
609006,"Osnovna šola Litija, Ulica Mire Pregljeve 3"
609007,"Šport. dvorana Ulica Mire Pregljeve 1"
609008,"Zdravstveni dom Litija, Partizanska 8a"
609009,"Gasilski dom Spodnji Hotič"
609010,"Osnovna šola Zgornji Hotič"
609011,"Osnovna šola Vače"
609012,"Zadružni dom Jevnica"
609013,"Osnovna šola Kresnice"
609014,"Osnovna šola Sava"
609015,"Dvorana v OŠ Polšnik, Polšnik 25c"
609016,"Medved Franc, Mamolj 18a, Polšnik"
609017,"Dom krajanov Konjšica"
609018,"Gasilski dom Breg"
609019,"Gasilski dom Zg. Jablanica"
609020,"Kulturni dom Šmartno"
609021,"Gasilski dom Zavrstnik"
609022,"Gasilski dom Štangarske Poljane"
609023,"Dom Tisje"
609024,"Gasilski dom Javorje"
609025,"Gasilski dom Velika Kostrevnica"
609026,"Gasilski dom Liberga"
609027,"Dom KS Ribče"
609028,"Osnovna šola Primskovo"
609029,"Tic-bivša pošta, Dole pri Litiji 8a"
